Sweden, Live births by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 21/03/2016
Year  ARDY   Cohort       Total
1984    13    1971         0.00
1984    14    1970         1.00
1984    15    1969        13.00
1984    16    1968        43.00
1984    17    1967       196.00
1984    18    1966       555.00
1984    19    1965      1308.00
1984    20    1964      2320.00
1984    21    1963      3227.00
1984    22    1962      4083.00
1984    23    1961      4662.00
1984    24    1960      5597.00
1984    25    1959      6385.00
1984    26    1958      7083.00
1984    27    1957      7356.00
1984    28    1956      7214.00
1984    29    1955      6814.00
1984    30    1954      6174.00
1984    31    1953      5935.00
1984    32    1952      4951.00
1984    33    1951      4147.00
1984    34    1950      3519.00
1984    35    1949      3126.00
1984    36    1948      2625.00
1984    37    1947      2035.00
1984    38    1946      1525.00
1984    39    1945      1161.00
1984    40    1944       806.00
1984    41    1943       500.00
1984    42    1942       310.00
1984    43    1941       164.00
1984    44    1940       108.00
1984    45    1939        32.00
1984    46    1938        24.00
1984    47    1937         9.00
1984    48    1936         4.00
1984    49    1935         0.00
1984    50    1934         0.00
1984    51    1933         0.00
1984    52    1932         0.00
1984    53    1931         0.00
1984    54    1930         0.00
1984    55+   1929-        0.00
1985    12-   1973+        0.00
1985    13    1972         0.00
1985    14    1971         2.00
1985    15    1970        14.00
1985    16    1969        51.00
1985    17    1968       210.00
1985    18    1967       562.00
1985    19    1966      1286.00
1985    20    1965      2385.00
1985    21    1964      3438.00
1985    22    1963      4224.00
1985    23    1962      4951.00
1985    24    1961      5826.00
1985    25    1960      6641.00
1985    26    1959      7176.00
1985    27    1958      7452.00
1985    28    1957      7632.00
1985    29    1956      7230.00
1985    30    1955      6711.00
1985    31    1954      5924.00
1985    32    1953      5367.00
1985    33    1952      4553.00
1985    34    1951      3715.00
1985    35    1950      3179.00
1985    36    1949      2817.00
1985    37    1948      2113.00
1985    38    1947      1660.00
1985    39    1946      1239.00
1985    40    1945       862.00
1985    41    1944       586.00
1985    42    1943       354.00
1985    43    1942       192.00
1985    44    1941        98.00
1985    45    1940        52.00
1985    46    1939        19.00
1985    47    1938         6.00
1985    48    1937         2.00
1985    49    1936         2.00
1985    50    1935         1.00
1985    51    1934         0.00
1985    52    1933         0.00
1985    53    1932         0.00
1985    54    1931         0.00
1985    55+   1930-        0.00
1986    12-   1974+        0.00
1986    13    1973         0.00
1986    14    1972         7.00
1986    15    1971        18.00
1986    16    1970        63.00
1986    17    1969       208.00
1986    18    1968       555.00
1986    19    1967      1340.00
1986    20    1966      2333.00
1986    21    1965      3498.00
1986    22    1964      4718.00
1986    23    1963      5375.00
1986    24    1962      6022.00
1986    25    1961      6767.00
1986    26    1960      7342.00
1986    27    1959      7614.00
1986    28    1958      7628.00
1986    29    1957      7607.00
1986    30    1956      7007.00
1986    31    1955      6238.00
1986    32    1954      5255.00
1986    33    1953      4786.00
1986    34    1952      4042.00
1986    35    1951      3337.00
1986    36    1950      2695.00
1986    37    1949      2251.00
1986    38    1948      1708.00
1986    39    1947      1285.00
1986    40    1946       877.00
1986    41    1945       576.00
1986    42    1944       396.00
1986    43    1943       237.00
1986    44    1942       103.00
1986    45    1941        47.00
1986    46    1940        23.00
1986    47    1939         6.00
1986    48    1938         0.00
1986    49    1937         0.00
1986    50    1936         2.00
1986    51    1935         0.00
1986    52    1934         0.00
1986    53    1933         0.00
1986    54    1932         0.00
1986    55+   1931-        1.00
1987    12-   1975+        0.00
1987    13    1974         0.00
1987    14    1973         2.00
1987    15    1972        16.00
1987    16    1971        56.00
1987    17    1970       243.00
1987    18    1969       485.00
1987    19    1968      1234.00
1987    20    1967      2337.00
1987    21    1966      3343.00
1987    22    1965      4764.00
1987    23    1964      5970.00
1987    24    1963      6314.00
1987    25    1962      6884.00
1987    26    1961      7386.00
1987    27    1960      7618.00
1987    28    1959      7856.00
1987    29    1958      7714.00
1987    30    1957      7416.00
1987    31    1956      6583.00
1987    32    1955      5880.00
1987    33    1954      4802.00
1987    34    1953      4160.00
1987    35    1952      3392.00
1987    36    1951      2710.00
1987    37    1950      2221.00
1987    38    1949      1634.00
1987    39    1948      1343.00
1987    40    1947       946.00
1987    41    1946       619.00
1987    42    1945       370.00
1987    43    1944       263.00
1987    44    1943       144.00
1987    45    1942        63.00
1987    46    1941        18.00
1987    47    1940        10.00
1987    48    1939         1.00
1987    49    1938         1.00
1987    50    1937         0.00
1987    51    1936         0.00
1987    52    1935         0.00
1987    53    1934         0.00
1987    54    1933         0.00
1987    55+   1932-        0.00
1988    12-   1976+        0.00
1988    13    1975         0.00
1988    14    1974         4.00
1988    15    1973        11.00
1988    16    1972        77.00
1988    17    1971       237.00
1988    18    1970       550.00
1988    19    1969      1238.00
1988    20    1968      2372.00
1988    21    1967      3608.00
1988    22    1966      4965.00
1988    23    1965      6317.00
1988    24    1964      7353.00
1988    25    1963      7801.00
1988    26    1962      8175.00
1988    27    1961      8214.00
1988    28    1960      8202.00
1988    29    1959      8091.00
1988    30    1958      7716.00
1988    31    1957      7085.00
1988    32    1956      6056.00
1988    33    1955      5239.00
1988    34    1954      4228.00
1988    35    1953      3734.00
1988    36    1952      2921.00
1988    37    1951      2270.00
1988    38    1950      1893.00
1988    39    1949      1400.00
1988    40    1948      1036.00
1988    41    1947       685.00
1988    42    1946       430.00
1988    43    1945       239.00
1988    44    1944       140.00
1988    45    1943        72.00
1988    46    1942        20.00
1988    47    1941        10.00
1988    48    1940         1.00
1988    49    1939         1.00
1988    50    1938         0.00
1988    51    1937         0.00
1988    52    1936         0.00
1988    53    1935         1.00
1988    54    1934         0.00
1988    55+   1933-        0.00
1989    12-   1977+        0.00
1989    13    1976         0.00
1989    14    1975         0.00
1989    15    1974        13.00
1989    16    1973        88.00
1989    17    1972       272.00
1989    18    1971       643.00
1989    19    1970      1440.00
1989    20    1969      2388.00
1989    21    1968      3538.00
1989    22    1967      5076.00
1989    23    1966      6198.00
1989    24    1965      7588.00
1989    25    1964      8485.00
1989    26    1963      8688.00
1989    27    1962      8466.00
1989    28    1961      8496.00
1989    29    1960      8287.00
1989    30    1959      7745.00
1989    31    1958      7185.00
1989    32    1957      6259.00
1989    33    1956      5481.00
1989    34    1955      4556.00
1989    35    1954      3789.00
1989    36    1953      3171.00
1989    37    1952      2456.00
1989    38    1951      1855.00
1989    39    1950      1483.00
1989    40    1949      1025.00
1989    41    1948       737.00
1989    42    1947       473.00
1989    43    1946       251.00
1989    44    1945       133.00
1989    45    1944        62.00
1989    46    1943        35.00
1989    47    1942        13.00
1989    48    1941         3.00
1989    49    1940         0.00
1989    50    1939         0.00
1989    51    1938         0.00
1989    52    1937         0.00
1989    53    1936         0.00
1989    54    1935         0.00
1989    55+   1934-        0.00
1990    12-   1978+        0.00
1990    13    1977         1.00
1990    14    1976         3.00
1990    15    1975        24.00
1990    16    1974        86.00
1990    17    1973       287.00
1990    18    1972       715.00
1990    19    1971      1561.00
1990    20    1970      2644.00
1990    21    1969      3604.00
1990    22    1968      5032.00
1990    23    1967      6722.00
1990    24    1966      7867.00
1990    25    1965      9068.00
1990    26    1964      9909.00
1990    27    1963      9395.00
1990    28    1962      9178.00
1990    29    1961      8609.00
1990    30    1960      8093.00
1990    31    1959      7623.00
1990    32    1958      6737.00
1990    33    1957      5910.00
1990    34    1956      4918.00
1990    35    1955      4171.00
1990    36    1954      3298.00
1990    37    1953      2648.00
1990    38    1952      1968.00
1990    39    1951      1473.00
1990    40    1950      1100.00
1990    41    1949       764.00
1990    42    1948       508.00
1990    43    1947       293.00
1990    44    1946       169.00
1990    45    1945        62.00
1990    46    1944        27.00
1990    47    1943        14.00
1990    48    1942         5.00
1990    49    1941         2.00
1990    50    1940         0.00
1990    51    1939         0.00
1990    52    1938         1.00
1990    53    1937         0.00
1990    54    1936         0.00
1990    55+   1935-        0.00
1991    12-   1979+        0.00
1991    13    1978         0.00
1991    14    1977         5.00
1991    15    1976        14.00
1991    16    1975        89.00
1991    17    1974       246.00
1991    18    1973       676.00
1991    19    1972      1419.00
1991    20    1971      2487.00
1991    21    1970      3519.00
1991    22    1969      4468.00
1991    23    1968      6011.00
1991    24    1967      7581.00
1991    25    1966      8678.00
1991    26    1965      9687.00
1991    27    1964     10091.00
1991    28    1963      9642.00
1991    29    1962      8812.00
1991    30    1961      8276.00
1991    31    1960      7513.00
1991    32    1959      6751.00
1991    33    1958      5870.00
1991    34    1957      5067.00
1991    35    1956      4271.00
1991    36    1955      3412.00
1991    37    1954      2654.00
1991    38    1953      2047.00
1991    39    1952      1587.00
1991    40    1951      1075.00
1991    41    1950       770.00
1991    42    1949       477.00
1991    43    1948       344.00
1991    44    1947       149.00
1991    45    1946        77.00
1991    46    1945        39.00
1991    47    1944        14.00
1991    48    1943         3.00
1991    49    1942         2.00
1991    50    1941         1.00
1991    51    1940         0.00
1991    52    1939         0.00
1991    53    1938         0.00
1991    54    1937         0.00
1991    55+   1936-        0.00
1992    12-   1980+        0.00
1992    13    1979         1.00
1992    14    1978         3.00
1992    15    1977        15.00
1992    16    1976        69.00
1992    17    1975       244.00
1992    18    1974       557.00
1992    19    1973      1190.00
1992    20    1972      2229.00
1992    21    1971      3309.00
1992    22    1970      4425.00
1992    23    1969      5477.00
1992    24    1968      6965.00
1992    25    1967      8502.00
1992    26    1966      9284.00
1992    27    1965      9854.00
1992    28    1964      9992.00
1992    29    1963      9172.00
1992    30    1962      8307.00
1992    31    1961      7572.00
1992    32    1960      6800.00
1992    33    1959      5983.00
1992    34    1958      5049.00
1992    35    1957      4363.00
1992    36    1956      3546.00
1992    37    1955      2698.00
1992    38    1954      2189.00
1992    39    1953      1613.00
1992    40    1952      1053.00
1992    41    1951       778.00
1992    42    1950       486.00
1992    43    1949       287.00
1992    44    1948       168.00
1992    45    1947        94.00
1992    46    1946        29.00
1992    47    1945        25.00
1992    48    1944         5.00
1992    49    1943         3.00
1992    50    1942         0.00
1992    51    1941         0.00
1992    52    1940         0.00
1992    53    1939         0.00
1992    54    1938         0.00
1992    55+   1937-        0.00
1993    12-   1981+        0.00
1993    13    1980         0.00
1993    14    1979         3.00
1993    15    1978        15.00
1993    16    1977        59.00
1993    17    1976       218.00
1993    18    1975       485.00
1993    19    1974      1131.00
1993    20    1973      1985.00
1993    21    1972      3092.00
1993    22    1971      4080.00
1993    23    1970      5141.00
1993    24    1969      6087.00
1993    25    1968      7396.00
1993    26    1967      8917.00
1993    27    1966      9414.00
1993    28    1965      9558.00
1993    29    1964      9603.00
1993    30    1963      8496.00
1993    31    1962      7505.00
1993    32    1961      6722.00
1993    33    1960      5668.00
1993    34    1959      4885.00
1993    35    1958      4166.00
1993    36    1957      3563.00
1993    37    1956      2620.00
1993    38    1955      2140.00
1993    39    1954      1517.00
1993    40    1953      1118.00
1993    41    1952       790.00
1993    42    1951       439.00
1993    43    1950       314.00
1993    44    1949       152.00
1993    45    1948        64.00
1993    46    1947        30.00
1993    47    1946        15.00
1993    48    1945         2.00
1993    49    1944         2.00
1993    50    1943         1.00
1993    51    1942         0.00
1993    52    1941         2.00
1993    53    1940         0.00
1993    54    1939         0.00
1993    55+   1938-        0.00
1994    12-   1982+        0.00
1994    13    1981         0.00
1994    14    1980         1.00
1994    15    1979        13.00
1994    16    1978        53.00
1994    17    1977       201.00
1994    18    1976       410.00
1994    19    1975      1009.00
1994    20    1974      1756.00
1994    21    1973      2597.00
1994    22    1972      3666.00
1994    23    1971      4726.00
1994    24    1970      5754.00
1994    25    1969      6651.00
1994    26    1968      7924.00
1994    27    1967      8858.00
1994    28    1966      9366.00
1994    29    1965      9252.00
1994    30    1964      8925.00
1994    31    1963      7471.00
1994    32    1962      6574.00
1994    33    1961      5567.00
1994    34    1960      4706.00
1994    35    1959      4100.00
1994    36    1958      3413.00
1994    37    1957      2828.00
1994    38    1956      2076.00
1994    39    1955      1556.00
1994    40    1954      1081.00
1994    41    1953       742.00
1994    42    1952       461.00
1994    43    1951       296.00
1994    44    1950       155.00
1994    45    1949        63.00
1994    46    1948        39.00
1994    47    1947        16.00
1994    48    1946         3.00
1994    49    1945         0.00
1994    50    1944         3.00
1994    51    1943         0.00
1994    52    1942         0.00
1994    53    1941         0.00
1994    54    1940         0.00
1994    55+   1939-        0.00
1995    12-   1983+        0.00
1995    13    1982         0.00
1995    14    1981         1.00
1995    15    1980        22.00
1995    16    1979        58.00
1995    17    1978       171.00
1995    18    1977       388.00
1995    19    1976       846.00
1995    20    1975      1515.00
1995    21    1974      2421.00
1995    22    1973      3283.00
1995    23    1972      4277.00
1995    24    1971      5172.00
1995    25    1970      5988.00
1995    26    1969      6731.00
1995    27    1968      7833.00
1995    28    1967      8418.00
1995    29    1966      8504.00
1995    30    1965      8047.00
1995    31    1964      7574.00
1995    32    1963      6365.00
1995    33    1962      5513.00
1995    34    1961      4466.00
1995    35    1960      3965.00
1995    36    1959      3160.00
1995    37    1958      2516.00
1995    38    1957      2072.00
1995    39    1956      1488.00
1995    40    1955      1030.00
1995    41    1954       684.00
1995    42    1953       459.00
1995    43    1952       255.00
1995    44    1951       144.00
1995    45    1950        64.00
1995    46    1949        33.00
1995    47    1948        10.00
1995    48    1947         6.00
1995    49    1946         3.00
1995    50    1945         1.00
1995    51    1944         0.00
1995    52    1943         0.00
1995    53    1942         0.00
1995    54    1941         0.00
1995    55+   1940-        0.00
1996    12-   1984+        0.00
1996    13    1983         0.00
1996    14    1982         2.00
1996    15    1981        12.00
1996    16    1980        60.00
1996    17    1979       168.00
1996    18    1978       374.00
1996    19    1977       733.00
1996    20    1976      1314.00
1996    21    1975      2122.00
1996    22    1974      2856.00
1996    23    1973      3553.00
1996    24    1972      4595.00
1996    25    1971      5365.00
1996    26    1970      6366.00
1996    27    1969      6714.00
1996    28    1968      7206.00
1996    29    1967      7735.00
1996    30    1966      7676.00
1996    31    1965      7103.00
1996    32    1964      6661.00
1996    33    1963      5249.00
1996    34    1962      4403.00
1996    35    1961      3651.00
1996    36    1960      3008.00
1996    37    1959      2498.00
1996    38    1958      1862.00
1996    39    1957      1435.00
1996    40    1956      1067.00
1996    41    1955       696.00
1996    42    1954       393.00
1996    43    1953       285.00
1996    44    1952       145.00
1996    45    1951        57.00
1996    46    1950        38.00
1996    47    1949        17.00
1996    48    1948         3.00
1996    49    1947         1.00
1996    50    1946         0.00
1996    51    1945         1.00
1996    52    1944         0.00
1996    53    1943         0.00
1996    54    1942         0.00
1996    55+   1941-        0.00
1997    12-   1985+        0.00
1997    13    1984         1.00
1997    14    1983         0.00
1997    15    1982        11.00
1997    16    1981        63.00
1997    17    1980       182.00
1997    18    1979       332.00
1997    19    1978       643.00
1997    20    1977      1169.00
1997    21    1976      1738.00
1997    22    1975      2580.00
1997    23    1974      3355.00
1997    24    1973      4119.00
1997    25    1972      5057.00
1997    26    1971      5878.00
1997    27    1970      6228.00
1997    28    1969      6902.00
1997    29    1968      7205.00
1997    30    1967      7124.00
1997    31    1966      6938.00
1997    32    1965      6278.00
1997    33    1964      5551.00
1997    34    1963      4489.00
1997    35    1962      3682.00
1997    36    1961      2864.00
1997    37    1960      2423.00
1997    38    1959      1859.00
1997    39    1958      1367.00
1997    40    1957       994.00
1997    41    1956       708.00
1997    42    1955       423.00
1997    43    1954       281.00
1997    44    1953       134.00
1997    45    1952        62.00
1997    46    1951        27.00
1997    47    1950        12.00
1997    48    1949         6.00
1997    49    1948         3.00
1997    50    1947         2.00
1997    51    1946         1.00
1997    52    1945         0.00
1997    53    1944         0.00
1997    54    1943         0.00
1997    55+   1942-        0.00
1998    12-   1986+        0.00
1998    13    1985         0.00
1998    14    1984         1.00
1998    15    1983        14.00
1998    16    1982        50.00
1998    17    1981       150.00
1998    18    1980       336.00
1998    19    1979       622.00
1998    20    1978      1044.00
1998    21    1977      1610.00
1998    22    1976      2193.00
1998    23    1975      3026.00
1998    24    1974      3856.00
1998    25    1973      4441.00
1998    26    1972      5695.00
1998    27    1971      6206.00
1998    28    1970      6560.00
1998    29    1969      6675.00
1998    30    1968      7023.00
1998    31    1967      7029.00
1998    32    1966      6596.00
1998    33    1965      5685.00
1998    34    1964      4960.00
1998    35    1963      4072.00
1998    36    1962      3247.00
1998    37    1961      2504.00
1998    38    1960      1942.00
1998    39    1959      1472.00
1998    40    1958      1060.00
1998    41    1957       709.00
1998    42    1956       433.00
1998    43    1955       283.00
1998    44    1954       159.00
1998    45    1953        71.00
1998    46    1952        37.00
1998    47    1951        10.00
1998    48    1950         8.00
1998    49    1949         0.00
1998    50    1948         2.00
1998    51    1947         0.00
1998    52    1946         0.00
1998    53    1945         0.00
1998    54    1944         0.00
1998    55+   1943-        0.00
1999    12-   1987+        0.00
1999    13    1986         0.00
1999    14    1985         5.00
1999    15    1984        11.00
1999    16    1983        46.00
1999    17    1982       157.00
1999    18    1981       313.00
1999    19    1980       718.00
1999    20    1979      1088.00
1999    21    1978      1590.00
1999    22    1977      2093.00
1999    23    1976      2663.00
1999    24    1975      3521.00
1999    25    1974      4445.00
1999    26    1973      5231.00
1999    27    1972      6088.00
1999    28    1971      6634.00
1999    29    1970      6870.00
1999    30    1969      6695.00
1999    31    1968      6769.00
1999    32    1967      6452.00
1999    33    1966      5772.00
1999    34    1965      5070.00
1999    35    1964      4406.00
1999    36    1963      3413.00
1999    37    1962      2662.00
1999    38    1961      1951.00
1999    39    1960      1467.00
1999    40    1959      1116.00
1999    41    1958       691.00
1999    42    1957       485.00
1999    43    1956       277.00
1999    44    1955       170.00
1999    45    1954        73.00
1999    46    1953        29.00
1999    47    1952        17.00
1999    48    1951         3.00
1999    49    1950         4.00
1999    50    1949         2.00
1999    51    1948         0.00
1999    52    1947         2.00
1999    53    1946         0.00
1999    54    1945         0.00
1999    55+   1944-        0.00
2000    12-   1988+        0.00
2000    13    1987         0.00
2000    14    1986         5.00
2000    15    1985        17.00
2000    16    1984        43.00
2000    17    1983       189.00
2000    18    1982       341.00
2000    19    1981       679.00
2000    20    1980      1161.00
2000    21    1979      1739.00
2000    22    1978      2033.00
2000    23    1977      2575.00
2000    24    1976      3214.00
2000    25    1975      4308.00
2000    26    1974      5265.00
2000    27    1973      6228.00
2000    28    1972      6757.00
2000    29    1971      7247.00
2000    30    1970      7180.00
2000    31    1969      6643.00
2000    32    1968      6388.00
2000    33    1967      6097.00
2000    34    1966      5368.00
2000    35    1965      4604.00
2000    36    1964      3789.00
2000    37    1963      2781.00
2000    38    1962      2144.00
2000    39    1961      1591.00
2000    40    1960      1100.00
2000    41    1959       751.00
2000    42    1958       455.00
2000    43    1957       301.00
2000    44    1956       170.00
2000    45    1955        74.00
2000    46    1954        43.00
2000    47    1953        15.00
2000    48    1952         9.00
2000    49    1951         4.00
2000    50    1950         2.00
2000    51    1949         2.00
2000    52    1948         0.00
2000    53    1947         0.00
2000    54    1946         0.00
2000    55+   1945-        1.00
2001    12-   1989+        0.00
2001    13    1988         0.00
2001    14    1987         3.00
2001    15    1986        17.00
2001    16    1985        65.00
2001    17    1984       153.00
2001    18    1983       318.00
2001    19    1982       662.00
2001    20    1981      1099.00
2001    21    1980      1584.00
2001    22    1979      2113.00
2001    23    1978      2549.00
2001    24    1977      3221.00
2001    25    1976      3965.00
2001    26    1975      5043.00
2001    27    1974      6026.00
2001    28    1973      6480.00
2001    29    1972      7102.00
2001    30    1971      7341.00
2001    31    1970      7130.00
2001    32    1969      6439.00
2001    33    1968      6084.00
2001    34    1967      5527.00
2001    35    1966      4910.00
2001    36    1965      4042.00
2001    37    1964      3327.00
2001    38    1963      2207.00
2001    39    1962      1690.00
2001    40    1961      1181.00
2001    41    1960       826.00
2001    42    1959       508.00
2001    43    1958       322.00
2001    44    1957       143.00
2001    45    1956        78.00
2001    46    1955        33.00
2001    47    1954        15.00
2001    48    1953         6.00
2001    49    1952         4.00
2001    50    1951         2.00
2001    51    1950         0.00
2001    52    1949         0.00
2001    53    1948         2.00
2001    54    1947         0.00
2001    55+   1946-        0.00
2002    12-   1990+        0.00
2002    13    1989         1.00
2002    14    1988         2.00
2002    15    1987        11.00
2002    16    1986        52.00
2002    17    1985       207.00
2002    18    1984       350.00
2002    19    1983       653.00
2002    20    1982      1102.00
2002    21    1981      1599.00
2002    22    1980      2247.00
2002    23    1979      2760.00
2002    24    1978      3181.00
2002    25    1977      4004.00
2002    26    1976      4831.00
2002    27    1975      5957.00
2002    28    1974      6994.00
2002    29    1973      7396.00
2002    30    1972      7951.00
2002    31    1971      7896.00
2002    32    1970      7082.00
2002    33    1969      6197.00
2002    34    1968      5739.00
2002    35    1967      5051.00
2002    36    1966      4236.00
2002    37    1965      3397.00
2002    38    1964      2603.00
2002    39    1963      1872.00
2002    40    1962      1290.00
2002    41    1961       862.00
2002    42    1960       561.00
2002    43    1959       297.00
2002    44    1958       195.00
2002    45    1957        95.00
2002    46    1956        32.00
2002    47    1955        18.00
2002    48    1954         8.00
2002    49    1953         2.00
2002    50    1952         3.00
2002    51    1951         1.00
2002    52    1950         1.00
2002    53    1949         0.00
2002    54    1948         1.00
2002    55+   1947-        0.00
2003    12-   1991+        0.00
2003    13    1990         0.00
2003    14    1989         2.00
2003    15    1988        16.00
2003    16    1987        54.00
2003    17    1986       190.00
2003    18    1985       359.00
2003    19    1984       564.00
2003    20    1983      1084.00
2003    21    1982      1651.00
2003    22    1981      2176.00
2003    23    1980      2699.00
2003    24    1979      3238.00
2003    25    1978      3907.00
2003    26    1977      4755.00
2003    27    1976      5727.00
2003    28    1975      6753.00
2003    29    1974      7834.00
2003    30    1973      8186.00
2003    31    1972      8151.00
2003    32    1971      7935.00
2003    33    1970      6868.00
2003    34    1969      5839.00
2003    35    1968      5284.00
2003    36    1967      4406.00
2003    37    1966      3648.00
2003    38    1965      2962.00
2003    39    1964      2228.00
2003    40    1963      1449.00
2003    41    1962       962.00
2003    42    1961       588.00
2003    43    1960       333.00
2003    44    1959       190.00
2003    45    1958        95.00
2003    46    1957        43.00
2003    47    1956        19.00
2003    48    1955         8.00
2003    49    1954         1.00
2003    50    1953         2.00
2003    51    1952         0.00
2003    52    1951         0.00
2003    53    1950         0.00
2003    54    1949         0.00
2003    55+   1948-        0.00
2004    12-   1992+        0.00
2004    13    1991         0.00
2004    14    1990         3.00
2004    15    1989        21.00
2004    16    1988        56.00
2004    17    1987       182.00
2004    18    1986       339.00
2004    19    1985       631.00
2004    20    1984      1074.00
2004    21    1983      1682.00
2004    22    1982      2059.00
2004    23    1981      2622.00
2004    24    1980      3277.00
2004    25    1979      4135.00
2004    26    1978      4693.00
2004    27    1977      5552.00
2004    28    1976      6479.00
2004    29    1975      7579.00
2004    30    1974      8406.00
2004    31    1973      8224.00
2004    32    1972      8100.00
2004    33    1971      7371.00
2004    34    1970      6409.00
2004    35    1969      5200.00
2004    36    1968      4537.00
2004    37    1967      3804.00
2004    38    1966      3053.00
2004    39    1965      2299.00
2004    40    1964      1713.00
2004    41    1963      1077.00
2004    42    1962       661.00
2004    43    1961       390.00
2004    44    1960       226.00
2004    45    1959       102.00
2004    46    1958        33.00
2004    47    1957        18.00
2004    48    1956        13.00
2004    49    1955         0.00
2004    50    1954         2.00
2004    51    1953         1.00
2004    52    1952         3.00
2004    53    1951         2.00
2004    54    1950         1.00
2004    55+   1949-        0.00
2005    12-   1993+        0.00
2005    13    1992         0.00
2005    14    1991         2.00
2005    15    1990        19.00
2005    16    1989        65.00
2005    17    1988       162.00
2005    18    1987       320.00
2005    19    1986       682.00
2005    20    1985      1162.00
2005    21    1984      1565.00
2005    22    1983      2145.00
2005    23    1982      2627.00
2005    24    1981      3308.00
2005    25    1980      4016.00
2005    26    1979      4752.00
2005    27    1978      5502.00
2005    28    1977      6278.00
2005    29    1976      7212.00
2005    30    1975      7932.00
2005    31    1974      8686.00
2005    32    1973      8040.00
2005    33    1972      7558.00
2005    34    1971      6488.00
2005    35    1970      5618.00
2005    36    1969      4612.00
2005    37    1968      3854.00
2005    38    1967      2993.00
2005    39    1966      2413.00
2005    40    1965      1719.00
2005    41    1964      1133.00
2005    42    1963       699.00
2005    43    1962       403.00
2005    44    1961       199.00
2005    45    1960       122.00
2005    46    1959        56.00
2005    47    1958        21.00
2005    48    1957         7.00
2005    49    1956         4.00
2005    50    1955         3.00
2005    51    1954         3.00
2005    52    1953         0.00
2005    53    1952         1.00
2005    54    1951         0.00
2005    55+   1950-        0.00
2006    12-   1994+        0.00
2006    13    1993         0.00
2006    14    1992         1.00
2006    15    1991        16.00
2006    16    1990        58.00
2006    17    1989       180.00
2006    18    1988       372.00
2006    19    1987       655.00
2006    20    1986      1240.00
2006    21    1985      1664.00
2006    22    1984      2258.00
2006    23    1983      2723.00
2006    24    1982      3357.00
2006    25    1981      4081.00
2006    26    1980      4955.00
2006    27    1979      5895.00
2006    28    1978      6469.00
2006    29    1977      7319.00
2006    30    1976      7879.00
2006    31    1975      8538.00
2006    32    1974      8618.00
2006    33    1973      7727.00
2006    34    1972      7245.00
2006    35    1971      6212.00
2006    36    1970      4933.00
2006    37    1969      3924.00
2006    38    1968      3180.00
2006    39    1967      2495.00
2006    40    1966      1920.00
2006    41    1965      1177.00
2006    42    1964       796.00
2006    43    1963       468.00
2006    44    1962       236.00
2006    45    1961        93.00
2006    46    1960        59.00
2006    47    1959        35.00
2006    48    1958        12.00
2006    49    1957         6.00
2006    50    1956         2.00
2006    51    1955         2.00
2006    52    1954         2.00
2006    53    1953         0.00
2006    54    1952         0.00
2006    55+   1951-        0.00
2007    12-   1995+        0.00
2007    13    1994         0.00
2007    14    1993         4.00
2007    15    1992        18.00
2007    16    1991        76.00
2007    17    1990       167.00
2007    18    1989       354.00
2007    19    1988       687.00
2007    20    1987      1235.00
2007    21    1986      1850.00
2007    22    1985      2475.00
2007    23    1984      2839.00
2007    24    1983      3578.00
2007    25    1982      4177.00
2007    26    1981      5007.00
2007    27    1980      5978.00
2007    28    1979      6535.00
2007    29    1978      7067.00
2007    30    1977      7783.00
2007    31    1976      8173.00
2007    32    1975      8228.00
2007    33    1974      8076.00
2007    34    1973      7176.00
2007    35    1972      6252.00
2007    36    1971      5318.00
2007    37    1970      4224.00
2007    38    1969      3159.00
2007    39    1968      2535.00
2007    40    1967      1906.00
2007    41    1966      1339.00
2007    42    1965       908.00
2007    43    1964       517.00
2007    44    1963       285.00
2007    45    1962       115.00
2007    46    1961        57.00
2007    47    1960        36.00
2007    48    1959        16.00
2007    49    1958         9.00
2007    50    1957         8.00
2007    51    1956         3.00
2007    52    1955         1.00
2007    53    1954         1.00
2007    54    1953         0.00
2007    55+   1952-        1.00
2008    12-   1996+        0.00
2008    13    1995         1.00
2008    14    1994         2.00
2008    15    1993        14.00
2008    16    1992        57.00
2008    17    1991       159.00
2008    18    1990       364.00
2008    19    1989       740.00
2008    20    1988      1306.00
2008    21    1987      1971.00
2008    22    1986      2626.00
2008    23    1985      3136.00
2008    24    1984      3701.00
2008    25    1983      4436.00
2008    26    1982      5071.00
2008    27    1981      5785.00
2008    28    1980      6917.00
2008    29    1979      7469.00
2008    30    1978      7791.00
2008    31    1977      8163.00
2008    32    1976      8053.00
2008    33    1975      7688.00
2008    34    1974      7233.00
2008    35    1973      6369.00
2008    36    1972      5389.00
2008    37    1971      4351.00
2008    38    1970      3342.00
2008    39    1969      2528.00
2008    40    1968      1946.00
2008    41    1967      1358.00
2008    42    1966       895.00
2008    43    1965       519.00
2008    44    1964       275.00
2008    45    1963       129.00
2008    46    1962        81.00
2008    47    1961        22.00
2008    48    1960        14.00
2008    49    1959         4.00
2008    50    1958         3.00
2008    51    1957         0.00
2008    52    1956         2.00
2008    53    1955         2.00
2008    54    1954         0.00
2008    55+   1953-        0.00
2009    12-   1997+        0.00
2009    13    1996         1.00
2009    14    1995         1.00
2009    15    1994        10.00
2009    16    1993        53.00
2009    17    1992       174.00
2009    18    1991       344.00
2009    19    1990       733.00
